"TERM"	"GENE"
"N0000190114"	"EPHB6"
"N0000190114"	"TEK"
"N0000190114"	"ABL2"
"N0000190114"	"ALK"
"N0000190114"	"LCK"
"N0000190114"	"TBK1"
"N0000190114"	"ACVR1B"
"N0000190114"	"ROS1"
"N0000190114"	"ABL1"
"N0000190114"	"FES"
"N0000190114"	"STK35"
"N0000190114"	"DCLK1"
"N0000190114"	"BLK"
"N0000190114"	"JAK2"
"N0000190114"	"LTK"
"N0000190114"	"EPHA3"
"N0000190114"	"TYK2"
"N0000190114"	"RPS6KB1"
"N0000190114"	"TAOK3"
"N0000190114"	"CEBPD"
"N0000190114"	"MAFB"
"N0000190114"	"CYLD"
"N0000190114"	"BAG6"
"N0000190114"	"GABARAPL1"
"N0000190114"	"SERINC1"
"N0000190114"	"CBLB"
"N0000190114"	"WIPI1"
"N0000190114"	"CHIC2"
"N0000190114"	"MAD2L1BP"
"N0000190114"	"WFS1"
"N0000190114"	"TRAPPC6A"
"N0000190114"	"RRAGA"
"N0000190114"	"YIPF3"
"N0000190114"	"SIRT3"
"N0000190114"	"MAFF"
"N0000190114"	"KDM5A"
"N0000190114"	"SDCBP"
"N0000190114"	"DHRS7"
"N0000190114"	"HECA"
"N0000190114"	"IL1B"
"N0000190114"	"PNKP"
"N0000190114"	"TFIP11"
"N0000190114"	"TPP1"
"N0000190114"	"RELB"
"N0000190114"	"CXCR4"
"N0000190114"	"MAU2"
"N0000190114"	"MNT"
"N0000190114"	"GDPD5"
"N0000190114"	"ERBB2"
"N0000190114"	"NARFL"
"N0000190114"	"TNIP1"
"N0000190114"	"CTSA"
"N0000190114"	"CYP51A1"
"N0000190114"	"CYTH2"
"N0000190114"	"CASP10"
"N0000190114"	"NSDHL"
"N0000190114"	"HOOK2"
"N0000190114"	"PHF3"
"N0000190114"	"RAP1GAP"
"N0000190114"	"PRSS8"
"N0000190114"	"NFKB2"
"N0000190114"	"PHF1"
"N0000190114"	"SOD2"
"N0000190114"	"CLSTN3"
"N0000190114"	"SERPINA3"
"N0000190114"	"RNF5"
"N0000190114"	"LRRC1"
"N0000190114"	"UBE2H"
"N0000190114"	"HLA-E"
"N0000190114"	"KDM3A"
"N0000190114"	"NOTCH1"
"N0000190114"	"STAP2"
"N0000190114"	"ST6GALNAC2"
"N0000190114"	"PER1"
"N0000190114"	"TNKS2"
"N0000190114"	"ZER1"
"N0000190114"	"TNXB"
"N0000190114"	"CDKN1A"
"N0000190114"	"KLHL9"
"N0000190114"	"LTBR"
"N0000190114"	"PBXIP1"
"N0000190114"	"CLPX"
"N0000190114"	"FAM63A"
"N0000190114"	"PLEKHM2"
"N0000190114"	"MYH9"
"N0000190114"	"TLR4"
"N0000190114"	"SVIL"
"N0000190114"	"UBXN7"
"N0000190114"	"RALGDS"
"N0000190114"	"TP53BP1"
"N0000190114"	"BAZ2B"
"N0000190114"	"MYO6"
"N0000190114"	"AP1G2"
"N0000190114"	"LGALS8"
"N0000190114"	"SOS2"
"N0000190114"	"RBKS"
"N0000190114"	"MCOLN1"
"N0000190114"	"ATP6V1C1"
"N0000190114"	"GNAI1"
"N0000190114"	"WDR26"
"N0000190114"	"P2RX4"
"N0000190114"	"MKRN1"
"N0000190114"	"NFKBIE"
"N0000190114"	"C16orf62"
"N0000190114"	"ZSWIM8"
"N0000190114"	"CDIPT"
"N0000190114"	"MVD"
"N0000190114"	"SREBF2"
"N0000190114"	"MAPRE2"
"N0000190114"	"HDAC5"
"N0000190114"	"ANKRA2"
"N0000190114"	"DUSP6"
"N0000190114"	"ACD"
"N0000190114"	"KIF3C"
"N0000190114"	"CTDSP2"
"N0000190114"	"NFKBIA"
"N0000190114"	"SRP14"
"N0000190114"	"FOXO4"
"N0000190114"	"RNF167"
"N0000190114"	"KIAA0196"
"N0000190114"	"INSIG1"
"N0000190114"	"GABARAP"
"N0000190114"	"ADCK3"
"N0000190114"	"YPEL5"
"N0000190114"	"TLK2"
"N0000190114"	"LDLR"
"N0000190114"	"BNIP3L"
"N0000190114"	"POLD4"
"N0000190114"	"CALCOCO1"
"N0000190114"	"SPAG7"
"N0000190114"	"DOCK9"
"N0000190114"	"RB1CC1"
"N0000190114"	"COL11A1"
"N0000190114"	"DDR1"
"N0000190114"	"ZNF451"
"N0000190114"	"UBR2"
"N0000190114"	"BDKRB2"
"N0000190114"	"DUSP4"
"N0000190114"	"ERBB3"
"N0000190114"	"GRN"
"N0000190114"	"IRS2"
"N0000190114"	"ARHGAP1"
"N0000190114"	"NR4A2"
"N0000190114"	"SNX13"
"N0000190114"	"TSC22D3"
"N0000190114"	"WDR7"
"N0000190114"	"LCN2"
"N0000190114"	"MED12"
"N0000190114"	"KLHL21"
"N0000190114"	"TP53BP2"
"N0000190114"	"SNAP25"
"N0000190114"	"PNRC1"
"N0000190114"	"HIST1H2BK"
"N0000190114"	"RFNG"
"N0000190114"	"MUT"
"N0000190114"	"HBP1"
"N0000190114"	"FBXO28"
"N0000190114"	"IRF9"
"N0000190114"	"GBP2"
"N0000190114"	"MARCH6"
"N0000190114"	"GSN"
"N0000190114"	"MSMO1"
"N0000190114"	"BMP4"
"N0000190114"	"KIT"
"N0000190114"	"CUL7"
"N0000190114"	"E2F2"
"N0000190114"	"CDK19"
"N0000190114"	"KLHDC2"
"N0000190114"	"TBC1D17"
"N0000190114"	"HSD17B14"
"N0000190114"	"ZFP36"
"N0000190114"	"TNFRSF21"
"N0000190114"	"ENSA"
"N0000190114"	"HLA-DRA"
"N0000190114"	"PRKCQ"
"N0000190114"	"WDR45"
"N0000190114"	"MAP3K8"
"N0000190114"	"TAPBP"
"N0000190114"	"TIMP2"
"N0000190114"	"ICAM1"
"N0000190114"	"EFNA1"
"N0000190114"	"NR3C1"
"N0000190114"	"UBE2Q1"
"N0000190114"	"ZC3H12A"
"N0000190114"	"TJP1"
"N0000190114"	"KAT6B"
"N0000190114"	"TBXA2R"
"N0000190114"	"FUT1"
"N0000190114"	"LSS"
"N0000190114"	"FBXL12"
"N0000190114"	"NEU1"
"N0000190114"	"CD55"
"N0000190114"	"SQLE"
"N0000190114"	"OPTN"
"N0000190114"	"HMGCS1"
"N0000190114"	"KLHL24"
"N0000190114"	"BSDC1"
"N0000190114"	"IDS"
"N0000190114"	"ATP9A"
"N0000190114"	"LRP10"
"N0000190114"	"DHX8"
"N0000190114"	"ATF7IP"
"N0000190114"	"SQSTM1"
"N0000190114"	"STAT6"
"N0000190114"	"DNAJC3"
"N0000190114"	"RXRB"
"N0000190114"	"GLRX"
"N0000190114"	"PEX11B"
"N0000190114"	"SESN1"
"N0000190114"	"PTPN6"
"N0000190114"	"MXI1"
"N0000190114"	"ERCC5"
"N0000190114"	"KDM5B"
"N0000190114"	"RNF103"
"N0000190114"	"GOLGB1"
"N0000190114"	"SYF2"
"N0000190114"	"NFE2L2"
"N0000190114"	"ARHGEF7"
"N0000190114"	"SNCA"
"N0000190114"	"BTG1"
"N0000190114"	"ADAM10"
"N0000190114"	"CCDC28A"
"N0000190114"	"TCEAL4"
"N0000190114"	"MRPL19"
"N0000190114"	"ATG14"
"N0000190114"	"ACBD3"
"N0000190114"	"NR1H2"
"N0000190114"	"PIK3IP1"
"N0000190114"	"MVP"
"N0000190114"	"FDFT1"
"N0000190114"	"GADD45A"
"N0000190114"	"TGFBR2"
"N0000190114"	"ATP6V1E1"
"N0000190114"	"HMOX1"
"N0000190114"	"WASL"
"N0000190114"	"BBC3"
"N0000190114"	"MMP1"
"N0000190114"	"CTSD"
"N0000190114"	"ORAI3"
"N0000190114"	"MTMR14"
"N0000190114"	"VAT1"
"N0000190114"	"TRIB1"
"N0000190114"	"SUSD6"
"N0000190114"	"SQRDL"
"N0000190114"	"STX4"
"N0000190114"	"MAL"
"N0000190114"	"CCNG2"
"N0000190114"	"USP6NL"
"N0000190114"	"IGF2R"
"N0000190114"	"SORBS3"
"N0000190114"	"FYCO1"
"N0000190114"	"TIPARP"
"N0000190114"	"NUPR1"
"N0000190114"	"PPOX"
"N0000190114"	"TXNRD1"
"N0000190114"	"HIST2H2BE"
"N0000190114"	"HMGCR"
"N0000190114"	"ECH1"
"N0000190114"	"ALB"
"N0000190114"	"ORM1"
"N0000190114"	"CFTR"
"N0000190114"	"TPI1"
"N0000190114"	"ATP6V1D"
"N0000190114"	"CYP2D6"
"N0000190114"	"SCN9A"
"N0000190114"	"SCN5A"
"N0000190114"	"DENND2D"
"N0000190114"	"KRT19"
"N0000190114"	"CTSK"
"N0000190114"	"CELA1"
"N0000190114"	"CTSS"
"N0000190114"	"CMA1"
"N0000190114"	"VPS28"
"N0000190114"	"CYP2C8"
"N0000190114"	"ABCG2"
"N0000190114"	"SLC47A1"
"N0000190114"	"SLCO1A2"
"N0000190114"	"ABCC1"
"N0000190114"	"ABCC2"
"N0000190114"	"CYP2B6"
"N0000190114"	"CYP2E1"
"N0000190114"	"SLCO1B1"
"N0000190114"	"CYP2C9"
"N0000190114"	"COG2"
"N0000190114"	"CYP11A1"
"N0000190114"	"SLC22A1"
"N0000190114"	"SLC1A4"
"N0000190114"	"SLCO1B3"
"N0000190114"	"GJA1"
"N0000190114"	"EDEM1"
"N0000190114"	"NUCB2"
"N0000007530"	"FOXM1"
"N0000007530"	"WDR82"
"N0000007530"	"IGF1R"
"N0000007530"	"CDC25B"
"N0000007530"	"MTERF3"
"N0000007530"	"ADO"
"N0000007530"	"RPS4Y1"
"N0000007530"	"USP6NL"
"N0000007530"	"TTK"
"N0000007530"	"FOXJ3"
"N0000007530"	"FOXO3"
"N0000007530"	"PFKP"
"N0000007530"	"MAK16"
"N0000007530"	"C2CD5"
"N0000007530"	"LBR"
"N0000007530"	"TATDN2"
"N0000007530"	"IST1"
"N0000007530"	"IFRD2"
"N0000007530"	"MYC"
"N0000007530"	"PPRC1"
"N0000007530"	"MELK"
"N0000007530"	"CDC123"
"N0000007530"	"FBXO5"
"N0000007530"	"MKI67"
"N0000007530"	"STIL"
"N0000007530"	"DLGAP5"
"N0000007530"	"UPF2"
"N0000007530"	"CCNB2"
"N0000007530"	"PCM1"
"N0000007530"	"RNF111"
"N0000007530"	"EZH2"
"N0000007530"	"DEPDC1"
"N0000007530"	"USP1"
"N0000007530"	"PUF60"
"N0000007530"	"MRPS2"
"N0000007530"	"JMJD6"
"N0000007530"	"KIF18A"
"N0000007530"	"CDKN1B"
"N0000007530"	"POLE2"
"N0000007530"	"GABPB1"
"N0000007530"	"ARID4B"
"N0000007530"	"MKRN2"
"N0000007530"	"CEP76"
"N0000007530"	"SRSF2"
"N0000007530"	"HMGCS1"
"N0000007530"	"BAMBI"
"N0000007530"	"ABL1"
"N0000007530"	"CDK1"
"N0000007530"	"PUM1"
"N0000007530"	"GGNBP2"
"N0000007530"	"WDR43"
"N0000007530"	"KEAP1"
"N0000007530"	"NOL8"
"N0000007530"	"TIPARP"
"N0000007530"	"SEC24B"
"N0000007530"	"TMEM97"
"N0000007530"	"AURKB"
"N0000007530"	"CDCA4"
"N0000007530"	"NCK1"
"N0000007530"	"CHSY1"
"N0000007530"	"CENPF"
"N0000007530"	"TROAP"
"N0000007530"	"TSEN2"
"N0000007530"	"UBE2C"
"N0000007530"	"NXT1"
"N0000007530"	"RPL36AL"
"N0000007530"	"TDP1"
"N0000007530"	"PPP2R2A"
"N0000007530"	"CGRRF1"
"N0000007530"	"SACS"
"N0000007530"	"UCK2"
"N0000007530"	"BASP1"
"N0000007530"	"EIF5"
"N0000007530"	"PRPF4"
"N0000007530"	"CLTC"
"N0000007530"	"RAE1"
"N0000007530"	"POLG2"
"N0000007530"	"MSH6"
"N0000007530"	"FAM35A"
"N0000007530"	"MPHOSPH10"
"N0000007530"	"GDF15"
"N0000007530"	"FAM208B"
"N0000007530"	"NUP85"
"N0000007530"	"CCDC59"
"N0000007530"	"IER3"
"N0000007530"	"BUB1"
"N0000007530"	"CEBPZ"
"N0000007530"	"USP22"
"N0000007530"	"NUP88"
"N0000007530"	"TACC3"
"N0000007530"	"DDX42"
"N0000007530"	"KAT6A"
"N0000007530"	"ECT2"
"N0000007530"	"ASPM"
"N0000007530"	"CCNB1"
"N0000007530"	"NRIP1"
"N0000007530"	"CKAP5"
"N0000007530"	"NOP56"
"N0000007530"	"UGDH"
"N0000007530"	"DNAJB1"
"N0000007530"	"ATP1B1"
"N0000007530"	"BIRC5"
"N0000007530"	"NCAPG"
"N0000007530"	"SUZ12"
"N0000007530"	"NEK2"
"N0000007530"	"MTPAP"
"N0000007530"	"ICT1"
"N0000007530"	"PLK4"
"N0000007530"	"RIF1"
"N0000007530"	"TLE1"
"N0000007530"	"MBNL1"
"N0000007530"	"BRCA1"
"N0000007530"	"TAF5"
"N0000007530"	"GTSE1"
"N0000007530"	"PSMG1"
"N0000007530"	"CKS2"
"N0000007530"	"CHD1"
"N0000007530"	"SETD5"
"N0000007530"	"TIMM9"
"N0000007530"	"FAM64A"
"N0000007530"	"TEFM"
"N0000007530"	"DUSP4"
"N0000007530"	"TIPIN"
"N0000007530"	"PLK1"
"N0000007530"	"CDC25A"
"N0000007530"	"NUP43"
"N0000007530"	"CHERP"
"N0000007530"	"ARL6IP1"
"N0000007530"	"PDS5B"
"N0000007530"	"NFKBIA"
"N0000007530"	"CEBPA"
"N0000007530"	"ARFIP2"
"N0000007530"	"EXO1"
"N0000007530"	"HN1"
"N0000007530"	"CEBPB"
"N0000007530"	"BLM"
"N0000007530"	"CDK7"
"N0000007530"	"RBM14"
"N0000007530"	"MCM3"
"N0000007530"	"ADNP"
"N0000007530"	"YTHDF2"
"N0000007530"	"PSMG2"
"N0000007530"	"DNTTIP2"
"N0000007530"	"CDKN3"
"N0000007530"	"KIF23"
"N0000007530"	"KIF18B"
"N0000007530"	"NCAPH"
"N0000007530"	"CDCA8"
"N0000007530"	"AURKA"
"N0000007530"	"FABP5"
"N0000007530"	"RBM15"
"N0000007530"	"KIN"
"N0000007530"	"VAPB"
"N0000007530"	"BRPF1"
"N0000007530"	"TMEM11"
"N0000007530"	"GRWD1"
"N0000007530"	"IMP3"
"N0000007530"	"HSPA1A"
"N0000007530"	"ABCF3"
"N0000007530"	"RACGAP1"
"N0000007530"	"RPP38"
"N0000007530"	"KPNA2"
"N0000007530"	"GEMIN4"
"N0000007530"	"CSTF1"
"N0000007530"	"RNPS1"
"N0000007530"	"PRC1"
"N0000007530"	"XPO1"
"N0000007530"	"RRP1B"
"N0000007530"	"SCAF8"
"N0000007530"	"NOP16"
"N0000007530"	"TXNRD1"
"N0000007530"	"UMPS"
"N0000007530"	"NRF1"
"N0000007530"	"KIF14"
"N0000007530"	"CDCA3"
"N0000007530"	"TXLNA"
"N0000007530"	"TOP2A"
"N0000007530"	"WAPAL"
"N0000007530"	"VGLL4"
"N0000007530"	"NEIL3"
"N0000007530"	"EXOSC4"
"N0000007530"	"CCNA2"
"N0000007530"	"RNMTL1"
"N0000007530"	"YTHDC1"
"N0000007530"	"CANT1"
"N0000007530"	"C10orf2"
"N0000007530"	"DDX10"
"N0000007530"	"XBP1"
"N0000007530"	"TEX10"
"N0000007530"	"WIPF2"
"N0000007530"	"BAG3"
"N0000007530"	"MCM10"
"N0000007530"	"PCNA"
"N0000007530"	"KIAA0907"
"N0000007530"	"MAT2A"
"N0000007530"	"DDIT4"
"N0000007530"	"SPDL1"
"N0000007530"	"DBF4"
"N0000007530"	"HSPA8"
"N0000007530"	"SPAG5"
"N0000007530"	"UBE2S"
"N0000007530"	"SMC4"
"N0000007530"	"RAD9A"
"N0000007530"	"NOL11"
"N0000007530"	"JADE1"
"N0000007530"	"FBL"
"N0000007530"	"SCAND1"
"N0000007530"	"NFIL3"
"N0000007530"	"KIF20B"
"N0000007530"	"ZNF146"
"N0000007530"	"DDX39A"
"N0000007530"	"ATF1"
"N0000007530"	"ANP32B"
"N0000007530"	"KIF2C"
"N0000007530"	"NCOA3"
"N0000007530"	"MRPL12"
"N0000007530"	"TBP"
"N0000007530"	"ZCCHC8"
"N0000007530"	"SUV39H1"
"N0000007530"	"PARP2"
"N0000007530"	"SPC25"
"N0000007530"	"TCERG1"
"N0000007530"	"MAP3K4"
"N0000007530"	"RNMT"
"N0000007530"	"FAM57A"
"N0000007530"	"HJURP"
"N0000007530"	"TPX2"
"N0000007530"	"EXOSC9"
"N0000007530"	"ALDH1A1"
"N0000007530"	"CENPN"
"N0000007530"	"HMMR"
"N0000007530"	"KIF2A"
"N0000007530"	"CRK"
"N0000007530"	"CCNF"
"N0000007530"	"DYRK1A"
"N0000007530"	"CBR3"
"N0000007530"	"KIF20A"
"N0000007530"	"PBK"
"N0000007530"	"HMOX1"
"N0000007530"	"CDC20"
"N0000007530"	"TSKU"
"N0000007530"	"NUP62"
"N0000007530"	"NET1"
"N0000007530"	"GLOD4"
"N0000007530"	"NGDN"
"N0000007530"	"JADE2"
"N0000007530"	"GNL3"
"N0000007530"	"HSPA14"
"N0000007530"	"OXA1L"
"N0000007530"	"CENPA"
"N0000007530"	"CYP2C9"
"N0000007530"	"CYP2D6"
"N0000007530"	"ABCC1"
"N0000007530"	"ZNF274"
"N0000007530"	"SH3BGR"
"N0000007530"	"SESN1"
"N0000007530"	"HADHB"
"N0000007530"	"CKB"
"N0000007530"	"CROT"
"N0000007530"	"ATXN10"
"N0000007530"	"HTRA1"
"N0000007530"	"ACADS"
"N0000007530"	"RNPEPL1"
"N0000007530"	"IKBKE"
"N0000007530"	"TGFB3"
"N0000007530"	"RING1"
"N0000007530"	"SNAP25"
"N0000007530"	"PRR15L"
"N0000007530"	"SERPINE1"
"N0000007530"	"DNASE1L1"
"N0000007530"	"ATF3"
"N0000007530"	"SCARB2"
"N0000007530"	"COPZ2"
"N0000007530"	"CUL9"
"N0000007530"	"MAN2C1"
"N0000007530"	"NADSYN1"
"N0000007530"	"LSR"
"N0000007530"	"TMEM140"
"N0000007530"	"TNNC1"
"N0000007530"	"NCSTN"
"N0000007530"	"COQ9"
"N0000007530"	"GNA15"
"N0000007530"	"NFATC4"
"N0000007530"	"TLR4"
"N0000007530"	"CCL2"
"N0000007530"	"COL6A1"
"N0000007530"	"ARAP1"
"N0000007530"	"HDAC5"
"N0000007530"	"PSMB9"
"N0000007530"	"CDKN1A"
"N0000007530"	"KCNQ1"
"N0000007530"	"FAM172A"
"N0000007530"	"CUL7"
"N0000007530"	"SCPEP1"
"N0000007530"	"MMP1"
"N0000007530"	"CASP10"
"N0000007530"	"IFNAR1"
"N0000007530"	"APOOL"
"N0000007530"	"ARHGAP4"
"N0000007530"	"IFT57"
"N0000007530"	"WIF1"
"N0000007530"	"RSU1"
"N0000007530"	"CXCR4"
"N0000007530"	"LOXL1"
"N0000007530"	"IL13RA1"
"N0000007530"	"ACOT13"
"N0000007530"	"DDB2"
"N0000007530"	"NFKBIE"
"N0000007530"	"PRKX"
"N0000007530"	"MAN2B1"
"N0000007530"	"AGPAT1"
"N0000007530"	"BBS1"
"N0000007530"	"DNMT3A"
"N0000007530"	"ZNF589"
"N0000007530"	"IFIH1"
"N0000007530"	"FDXR"
"N0000007530"	"FZD1"
"N0000007530"	"UBE2L6"
"N0000007530"	"SYK"
"N0000007530"	"DKK3"
"N0000007530"	"TMBIM1"
"N0000007530"	"MED12"
"N0000007530"	"GFOD1"
"N0000007530"	"PTK2B"
"N0000007530"	"TM7SF2"
"N0000007530"	"WDR45"
"N0000007530"	"MSRA"
"N0000007530"	"DDX60"
"N0000007530"	"PPARD"
"N0000007530"	"ECH1"
"N0000007530"	"MEF2C"
"N0000007530"	"TIMP2"
"N0000007530"	"RELB"
"N0000007530"	"ETHE1"
"N0000007530"	"STX12"
"N0000007530"	"AGL"
"N0000007530"	"GPER1"
"N0000007530"	"UFD1L"
"N0000007530"	"PAK1"
"N0000007530"	"GNB5"
"N0000007530"	"SRP14"
"N0000007530"	"PHKG2"
"N0000007530"	"CTSD"
"N0000007530"	"SLC25A4"
"N0000007530"	"ACO2"
"N0000007530"	"ICAM1"
"N0000007530"	"HLA-F"
"N0000007530"	"PRKCQ"
"N0000007530"	"TPMT"
"N0000007530"	"MEA1"
"N0000007530"	"TERT"
"N0000007530"	"INPP1"
"N0000007530"	"VPS52"
"N0000007530"	"SNX13"
"N0000007530"	"PTPRC"
"N0000007530"	"SGSM3"
"N0000007530"	"SOCS2"
"N0000007530"	"ADAT1"
"N0000007530"	"P4HTM"
"N0000007530"	"CCDC92"
"N0000007530"	"ABHD4"
"N0000007530"	"VPS45"
"N0000007530"	"BAG6"
"N0000007530"	"NOTCH1"
"N0000007530"	"SAMD9"
"N0000007530"	"CPM"
"N0000007530"	"PLOD3"
"N0000007530"	"MCOLN1"
"N0000007530"	"HLA-B"
"N0000007530"	"MDM2"
"N0000007530"	"AP3S1"
"N0000007530"	"CADM1"
"N0000007530"	"PRCP"
"N0000007530"	"RB1"
"N0000007530"	"TTLL1"
"N0000007530"	"PRKACA"
"N0000007530"	"P4HA2"
"N0000007530"	"YIPF3"
"N0000007530"	"DENND2D"
"N0000007530"	"SORT1"
"N0000007530"	"CFB"
"N0000007530"	"TBXA2R"
"N0000007530"	"C5"
"N0000007530"	"GLO1"
"N0000007530"	"ENPP4"
"N0000007530"	"PLA2G4C"
"N0000007530"	"FGFR2"
"N0000007530"	"EFCAB14"
"N0000007530"	"GPC1"
"N0000007530"	"PSME2"
"N0000007530"	"COL11A1"
"N0000007530"	"GUK1"
"N0000007530"	"ATP6V1E1"
"N0000007530"	"P2RX4"
"N0000007530"	"SSBP2"
"N0000007530"	"MAL"
"N0000007530"	"CSNK2A2"
"N0000007530"	"MAOA"
"N0000007530"	"ALDH5A1"
"N0000007530"	"HLA-A"
"N0000007530"	"FRS2"
"N0000007530"	"MMP24"
"N0000007530"	"SIRT5"
"N0000007530"	"SPINT1"
"N0000007530"	"IL4R"
"N0000007530"	"ZER1"
"N0000007530"	"ATP10B"
"N0000007530"	"ARL4C"
"N0000007530"	"MICALL1"
"N0000007530"	"GDI1"
"N0000007530"	"CCNA1"
"N0000007530"	"CHPF"
"N0000007530"	"PDE6D"
"N0000007530"	"IKBKB"
"N0000007530"	"AAMDC"
"N0000007530"	"GLI2"
"N0000007530"	"ST6GALNAC2"
"N0000007530"	"KIT"
"N0000007530"	"PIDD1"
"N0000007530"	"NFKB2"
"N0000007530"	"PEX19"
"N0000007530"	"FAM127A"
"N0000007530"	"IL1B"
"N0000007530"	"GDPD5"
"N0000007530"	"TRAPPC6A"
"N0000007530"	"HLA-G"
"N0000007530"	"STK19"
"N0000007530"	"PPP1R13B"
"N0000007530"	"RALGDS"
"N0000007530"	"KIAA0753"
"N0000007530"	"LIMK2"
"N0000007530"	"WDR7"
"N0000007530"	"CALCOCO1"
"N0000007530"	"CPT2"
"N0000007530"	"EGF"
"N0000007530"	"SLC22A17"
"N0000007530"	"STAP2"
"N0000007530"	"HLA-C"
"N0000007530"	"CAT"
"N0000007530"	"GALNS"
"N0000007530"	"RAB4B"
"N0000007530"	"HERC6"
"N0000007530"	"FAIM"
"N0000007530"	"LRPAP1"
"N0000007530"	"PSMB10"
"N0000007530"	"PMAIP1"
"N0000007530"	"PLXNB2"
"N0000007530"	"CBY1"
"N0000007530"	"DDR1"
"N0000007530"	"DFFA"
"N0000007530"	"TRIM13"
"N0000007530"	"LPCAT3"
"N0000007530"	"ABCA7"
"N0000007530"	"NAGA"
"N0000007530"	"E2F2"
"N0000007530"	"BTN3A3"
"N0000007530"	"HEXA"
"N0000007530"	"PDK2"
"N0000007530"	"KIF5C"
"N0000007530"	"CPSF4"
"N0000007530"	"PARP3"
"N0000007530"	"DYRK3"
"N0000007530"	"GADD45A"
"N0000007530"	"TCTN1"
"N0000007530"	"IKZF1"
"N0000007530"	"HTATSF1"
"N0000007530"	"TESK1"
"N0000007530"	"CERK"
"N0000007530"	"CARS2"
"N0000007530"	"MEGF8"
"N0000007530"	"PPP1R11"
"N0000007530"	"TMEM230"
"N0000007530"	"DHDDS"
"N0000007530"	"ZMAT3"
"N0000007530"	"RGL2"
"N0000007530"	"COL3A1"
"N0000007530"	"FAS"
"N0000007530"	"CTSO"
"N0000007530"	"RBM15B"
"N0000007530"	"DHX58"
"N0000007530"	"NUCB1"
"N0000007530"	"FUT1"
"N0000007530"	"FSD1"
"N0000007530"	"MARCH2"
"N0000007530"	"MYL9"
"N0000007530"	"IFT27"
"N0000007530"	"HIST2H2BE"
"N0000007530"	"ALDOC"
"N0000007530"	"NR1H2"
"N0000007530"	"TRIM22"
"N0000007530"	"TCEA2"
"N0000007530"	"ME2"
"N0000007530"	"PIGN"
"N0000007530"	"TPP1"
"N0000007530"	"GAMT"
"N0000007530"	"OXCT1"
"N0000007530"	"CHMP5"
"N0000007530"	"RSAD2"
"N0000007530"	"VAMP7"
"N0000007530"	"SOX2"
"N0000007530"	"HS2ST1"
"N0000007530"	"PPIP5K1"
"N0000007530"	"CRELD2"
"N0000007530"	"RBM7"
"N0000007530"	"POP7"
"N0000007530"	"SLC20A1"
"N0000007530"	"TFB2M"
"N0000007530"	"BCL7B"
"N0000007530"	"DCK"
"N0000007530"	"C14orf169"
"N0000007530"	"APEX1"
"N0000007530"	"CHMP7"
"N0000007530"	"SMNDC1"
"N0000007530"	"YTHDF1"
"N0000007530"	"SNRPB2"
"N0000007530"	"NOC3L"
"N0000007530"	"RPP30"
"N0000007530"	"ERBB2"
"N0000007530"	"RRS1"
"N0000007530"	"PSMC6"
"N0000007530"	"CSE1L"
"N0000007530"	"STUB1"
"N0000007530"	"MRPL46"
"N0000007530"	"PPP1R8"
"N0000007530"	"TARDBP"
"N0000007530"	"GAR1"
"N0000007530"	"GTPBP8"
"N0000007530"	"MTHFD2"
"N0000007530"	"AARS"
"N0000007530"	"CSK"
"N0000007530"	"DNAJC2"
"N0000007530"	"ZNF207"
"N0000007530"	"PWP1"
"N0000007530"	"RAN"
"N0000007530"	"FOSL1"
"N0000007530"	"TRIM32"
"N0000007530"	"FHL2"
"N0000007530"	"RGS2"
"N0000007530"	"UTP3"
"N0000007530"	"CASC3"
"N0000007530"	"CDK4"
"N0000007530"	"NUP54"
"N0000007530"	"BLCAP"
"N0000007530"	"MAPK6"
"N0000007530"	"RNF220"
"N0000007530"	"CREBBP"
"N0000007530"	"SS18L2"
"N0000007530"	"COASY"
"N0000007530"	"PTRH2"
"N0000007530"	"RRP15"
"N0000007530"	"B4GAT1"
"N0000007530"	"CHEK2"
"N0000007530"	"NUP153"
"N0000007530"	"EIF2S2"
"N0000007530"	"UAP1"
"N0000007530"	"CDR2"
"N0000007530"	"CTCF"
"N0000007530"	"TRAPPC3"
"N0000007530"	"COG2"
"N0000007530"	"SNUPN"
"N0000007530"	"ZNF263"
"N0000007530"	"AATF"
"N0000007530"	"MRPS30"
"N0000007530"	"MRPS35"
"N0000007530"	"MFSD5"
"N0000007530"	"ECD"
"N0000007530"	"FASTKD5"
"N0000007530"	"RANBP6"
"N0000007530"	"RBM28"
"N0000007530"	"RBM34"
"N0000007530"	"TXNDC9"
"N0000007530"	"MRPS7"
"N0000007530"	"LSM8"
"N0000007530"	"SACM1L"
"N0000007530"	"CUL2"
"N0000007530"	"ABCC10"
"N0000007530"	"ABCG2"
"N0000007530"	"NOS2"
"N0000007530"	"YWHAG"
"N0000007530"	"ABCB11"
"N0000007530"	"SLC22A16"
"N0000007530"	"NOS1"
"N0000007530"	"CYP1B1"
"N0000007530"	"CBR1"
"N0000007530"	"NDUFS2"
"N0000007530"	"NDUFS7"
"N0000007530"	"ABCC6"
"N0000007530"	"XDH"
"N0000007530"	"AKR1A1"
"N0000007530"	"NQO1"
"N0000007530"	"ABCB8"
"N0000007530"	"NDUFS3"
"N0000007530"	"CYP2B6"
"N0000007530"	"ABCB1"
"N0000007530"	"ABCC2"
"N0000007530"	"ABCC3"
"N0000007530"	"CYP3A4"
